age,annual_income,monthly_expenses,savings,existing_loan,loan_amount,credit_score,investment_experience,risk_tolerance,dependents,employment_type,emergency_fund_months,investment_goal,monthly_surplus,debt_to_income_ratio,recommendation
51,565288,38061,678059,Yes,535924,469,Beginner,High,5,Self-Employed,12,House,9046,0.95,Avoid Loan
47,841364,48041,1886481,No,0,780,Intermediate,Low,2,Self-Employed,11,Wealth Creation,22072,0.0,Save
22,2252280,87242,2429609,No,0,844,Intermediate,Medium,5,Self-Employed,6,House,100448,0.0,Invest
32,2978880,216026,778694,No,0,460,Intermediate,High,2,Business,8,Retirement,32214,0.0,Avoid Loan
47,2568556,88331,2434711,Yes,799535,850,Intermediate,Low,1,Self-Employed,2,Education,125715,0.31,Save
50,323712,15079,343231,Yes,2132974,827,Beginner,Medium,2,Salaried,12,Education,11897,6.59,Avoid Loan
46,2120375,125554,2319136,No,0,489,Intermediate,Low,1,Salaried,10,Education,51143,0.0,Avoid Loan
26,1701412,23006,867090,Yes,1672714,856,Beginner,High,4,Salaried,0,Wealth Creation,118778,0.98,Avoid Loan
26,2766507,52035,1968374,No,0,789,Beginner,High,1,Self-Employed,1,Retirement,178507,0.0,Save
37,977334,61059,339496,Yes,1775417,491,Intermediate,Low,1,Business,6,Education,20385,1.82,Avoid Loan
55,2635273,100703,1793677,Yes,736473,705,Expert,Medium,2,Salaried,11,Wealth Creation,118903,0.28,Save
21,698322,17468,1887041,Yes,2416955,602,Intermediate,High,5,Business,10,Wealth Creation,40725,3.46,Avoid Loan
34,327551,15856,2081764,No,0,867,Expert,Low,4,Business,2,Education,11439,0.0,Save
30,424535,19597,922437,No,0,670,Beginner,Low,3,Business,2,Education,15780,0.0,Save
41,1481664,57355,445929,Yes,2144928,570,Intermediate,Low,4,Self-Employed,1,Retirement,66117,1.45,Avoid Loan
49,2003881,85887,2159095,No,0,890,Beginner,Low,3,Business,10,Retirement,81103,0.0,Invest
60,840756,22713,1923807,Yes,268076,865,Intermediate,High,1,Self-Employed,4,Retirement,47350,0.32,Save
46,2142684,121821,1009416,Yes,1513954,851,Intermediate,Medium,1,Business,6,Retirement,56736,0.71,Avoid Loan
50,1706038,75945,923168,No,0,519,Beginner,High,0,Salaried,5,Wealth Creation,66224,0.0,Avoid Loan
45,1307670,56696,1858073,No,0,447,Expert,High,5,Business,11,House,52276,0.0,Avoid Loan
37,1623309,23961,2283797,Yes,1801331,603,Intermediate,Low,1,Salaried,0,Wealth Creation,111314,1.11,Avoid Loan
31,852250,24469,82951,Yes,1872459,825,Beginner,Low,2,Business,3,House,46551,2.2,Avoid Loan
22,807121,40744,1416599,Yes,921098,808,Beginner,High,2,Self-Employed,5,Education,26516,1.14,Avoid Loan
58,822404,25617,352650,Yes,2430464,783,Beginner,Low,0,Salaried,2,House,42916,2.96,Avoid Loan
35,1343297,77636,690151,Yes,770278,471,Intermediate,High,5,Salaried,8,House,34305,0.57,Avoid Loan
25,714732,48346,246167,Yes,2259322,617,Intermediate,Low,4,Salaried,10,Retirement,11215,3.16,Avoid Loan
31,967898,49364,1374754,No,0,578,Expert,Medium,2,Self-Employed,10,Wealth Creation,31294,0.0,Avoid Loan
21,274386,15720,484518,No,0,758,Beginner,Medium,5,Self-Employed,3,Education,7145,0.0,Save
55,570371,33349,1535329,Yes,724562,721,Beginner,Medium,5,Business,2,House,14181,1.27,Avoid Loan
49,921356,16404,592347,Yes,777989,754,Beginner,High,4,Self-Employed,4,House,60375,0.84,Avoid Loan
59,736154,54347,1730209,No,0,462,Intermediate,Medium,1,Self-Employed,3,House,6999,0.0,Avoid Loan
32,497217,30846,1051989,No,0,469,Beginner,High,3,Salaried,8,Retirement,10588,0.0,Avoid Loan
51,425707,18424,1799285,No,0,608,Beginner,Medium,5,Self-Employed,6,House,17051,0.0,Save
44,2102861,83840,1377429,No,0,575,Expert,Low,2,Self-Employed,1,House,91398,0.0,Avoid Loan
21,864332,60184,1212733,No,0,805,Beginner,Medium,4,Salaried,10,Education,11843,0.0,Save
31,763454,52097,897347,Yes,862037,488,Expert,Low,1,Business,5,House,11524,1.13,Avoid Loan
50,1642532,47794,2455881,Yes,1502560,565,Beginner,Medium,3,Self-Employed,8,Education,89083,0.91,Avoid Loan
25,1594319,81334,499884,No,0,622,Intermediate,High,2,Salaried,3,Wealth Creation,51525,0.0,Save
45,2430959,170515,2235331,Yes,552414,773,Beginner,Medium,5,Salaried,10,Retirement,32064,0.23,Invest
29,625588,16194,225661,Yes,559270,685,Intermediate,Medium,1,Salaried,11,Education,35938,0.89,Avoid Loan
36,2389711,128790,450742,No,0,452,Expert,Medium,4,Salaried,10,Wealth Creation,70352,0.0,Avoid Loan
35,2661947,83650,2354322,No,0,740,Expert,Low,0,Business,3,Retirement,138178,0.0,Save
35,2782167,88091,722192,Yes,1603317,774,Beginner,Low,0,Salaried,5,Retirement,143756,0.58,Avoid Loan
37,265865,17171,1292013,No,0,699,Beginner,Medium,4,Salaried,10,Wealth Creation,4984,0.0,Save
58,2141561,78458,487936,No,0,650,Beginner,Low,0,Self-Employed,0,Retirement,100005,0.0,Save
47,885612,18096,2419133,Yes,788609,367,Beginner,Low,4,Self-Employed,7,Wealth Creation,55705,0.89,Avoid Loan
53,2008644,101304,2436987,Yes,1777064,766,Beginner,Low,5,Business,4,House,66083,0.88,Avoid Loan
31,1316398,68854,211379,No,0,783,Intermediate,High,0,Self-Employed,11,Education,40845,0.0,Save
29,1677413,69836,1324547,No,0,384,Beginner,High,4,Self-Employed,5,Education,69948,0.0,Avoid Loan
59,1188722,83943,331480,No,0,400,Beginner,Low,5,Business,6,Education,15117,0.0,Avoid Loan
34,1510387,45622,2072897,No,0,731,Beginner,Medium,2,Salaried,11,Education,80243,0.0,Invest
34,2841531,83879,711140,Yes,2126198,754,Beginner,Low,1,Self-Employed,4,Wealth Creation,152915,0.75,Avoid Loan
27,2373516,71743,337333,Yes,2344170,521,Intermediate,Medium,5,Salaried,8,House,126050,0.99,Avoid Loan
53,2236345,87739,638920,Yes,665060,781,Beginner,Low,0,Self-Employed,11,Wealth Creation,98623,0.3,Save
24,2963813,102590,997137,No,0,779,Beginner,Medium,3,Salaried,9,Wealth Creation,144394,0.0,Invest
25,2380957,112366,510968,Yes,2402589,523,Beginner,Medium,4,Business,10,Education,86047,1.01,Avoid Loan
37,2262348,16012,2416666,No,0,754,Beginner,High,3,Business,0,Retirement,172517,0.0,Save
30,361801,23807,1633291,Yes,1579394,809,Beginner,High,5,Salaried,1,Retirement,6343,4.37,Avoid Loan
34,1771884,38472,369430,Yes,2290135,745,Expert,Medium,2,Salaried,8,House,109185,1.29,Avoid Loan
59,2123145,67879,564291,No,0,882,Beginner,High,0,Salaried,11,House,109049,0.0,Invest
50,2615946,99361,1739316,No,0,728,Beginner,Medium,1,Self-Employed,12,Retirement,118634,0.0,Invest
29,1759797,56289,181565,Yes,2111420,715,Expert,Low,0,Salaried,5,Education,90360,1.2,Avoid Loan
48,2837864,150369,545821,No,0,862,Expert,Medium,2,Salaried,7,Retirement,86119,0.0,Invest
57,1511020,108432,1367287,Yes,81637,775,Beginner,High,0,Business,0,Retirement,17486,0.05,Save
44,1145137,74789,1618918,Yes,2265512,456,Intermediate,Low,3,Salaried,3,House,20639,1.98,Avoid Loan
27,1293594,86696,295895,Yes,1279654,514,Beginner,Medium,1,Salaried,2,House,21103,0.99,Avoid Loan
39,2186132,139496,1535154,No,0,438,Intermediate,Medium,3,Salaried,12,Education,42681,0.0,Avoid Loan
47,2183165,155304,1748608,Yes,2118433,881,Expert,Medium,3,Self-Employed,6,Education,26626,0.97,Avoid Loan
30,1981481,134097,522460,No,0,788,Expert,Medium,2,Business,1,Retirement,31026,0.0,Save
57,829405,60718,526727,Yes,2136350,667,Beginner,Low,1,Salaried,0,Wealth Creation,8399,2.58,Avoid Loan
29,2173035,125825,1320386,Yes,1423367,421,Intermediate,Medium,4,Self-Employed,9,Wealth Creation,55261,0.66,Avoid Loan
54,305863,21542,1353753,Yes,2457476,494,Expert,High,0,Self-Employed,10,Education,3946,8.03,Avoid Loan
37,2635600,170966,795867,No,0,434,Expert,Low,4,Self-Employed,9,House,48667,0.0,Avoid Loan
49,865540,48467,529007,Yes,1275582,442,Beginner,Low,4,Salaried,3,Education,23661,1.47,Avoid Loan
46,658074,48643,304600,No,0,765,Intermediate,High,4,Business,11,House,6196,0.0,Save
58,1753844,83536,629169,Yes,1095343,528,Beginner,High,4,Salaried,9,Retirement,62617,0.62,Avoid Loan
21,2986421,78964,2068855,Yes,638485,657,Beginner,High,5,Salaried,10,Wealth Creation,169904,0.21,Save
29,1073823,50053,2253106,No,0,413,Beginner,Medium,5,Salaried,11,Education,39432,0.0,Avoid Loan
42,706569,28517,1294486,Yes,551055,408,Beginner,Medium,3,Self-Employed,7,House,30363,0.78,Avoid Loan
43,289753,19563,1489618,No,0,676,Intermediate,Medium,4,Business,5,Retirement,4583,0.0,Save
51,2831970,186970,652091,Yes,1651285,401,Intermediate,High,0,Business,6,Education,49027,0.58,Avoid Loan
59,1376777,95254,1917830,No,0,882,Intermediate,Medium,3,Self-Employed,7,Wealth Creation,19477,0.0,Save
38,1663928,39075,99284,Yes,1898031,698,Intermediate,Medium,0,Salaried,5,House,99585,1.14,Avoid Loan
27,2481217,91523,2237993,Yes,1003600,834,Beginner,Low,3,Self-Employed,11,Retirement,115245,0.4,Save
27,2745880,38082,2217539,Yes,174446,403,Expert,Low,0,Self-Employed,11,House,190741,0.06,Avoid Loan
55,1824889,87127,1006140,Yes,340309,675,Intermediate,Low,3,Business,5,Retirement,64947,0.19,Save
26,1477026,60338,699591,Yes,1063877,730,Expert,Medium,2,Business,8,Retirement,62747,0.72,Avoid Loan
41,2870964,95421,1727409,Yes,1568014,660,Beginner,Low,1,Business,9,House,143826,0.55,Avoid Loan
50,2693565,56982,213594,No,0,665,Intermediate,Medium,1,Self-Employed,9,Retirement,167481,0.0,Save
54,2951416,89792,1375235,Yes,438784,658,Intermediate,Medium,1,Self-Employed,0,Education,156159,0.15,Save
52,1897680,102341,903499,No,0,604,Intermediate,Medium,4,Business,8,Retirement,55799,0.0,Save
25,1125246,42617,1257808,No,0,622,Intermediate,High,1,Salaried,2,Retirement,51153,0.0,Save
25,1641438,18426,1925577,No,0,677,Beginner,High,5,Business,5,Wealth Creation,118360,0.0,Save
39,2971800,170892,1872851,No,0,603,Beginner,High,2,Business,12,Retirement,76758,0.0,Save
37,2215087,57971,1774406,No,0,625,Beginner,Low,1,Salaried,6,Retirement,126619,0.0,Save
50,297842,21298,104552,Yes,1689671,665,Intermediate,Medium,1,Salaried,5,House,3522,5.67,Avoid Loan
27,2621559,152027,2405101,No,0,562,Intermediate,Medium,2,Self-Employed,2,Wealth Creation,66436,0.0,Avoid Loan
31,1878651,111928,20167,No,0,391,Expert,Medium,3,Salaried,5,House,44626,0.0,Avoid Loan
49,2662223,195333,2459504,Yes,1522842,558,Expert,Low,1,Salaried,3,House,26518,0.57,Avoid Loan
35,445156,25598,1570566,No,0,446,Expert,Low,0,Salaried,0,Wealth Creation,11498,0.0,Avoid Loan
60,2282855,130335,1560293,Yes,144327,734,Intermediate,High,0,Salaried,7,Education,59902,0.06,Invest
35,752665,53525,2067082,No,0,534,Beginner,Medium,5,Self-Employed,7,Retirement,9197,0.0,Avoid Loan
21,378154,24005,1330861,No,0,412,Beginner,Low,2,Self-Employed,7,Retirement,7507,0.0,Avoid Loan
28,1022743,51122,1419943,No,0,410,Beginner,Medium,2,Salaried,10,Wealth Creation,34106,0.0,Avoid Loan
29,1169913,54335,975681,No,0,516,Beginner,Low,3,Salaried,7,Retirement,43157,0.0,Avoid Loan
58,336978,24030,2346768,Yes,1656362,597,Beginner,Medium,5,Business,3,Education,4051,4.92,Avoid Loan
50,1040116,37582,431459,Yes,465469,857,Intermediate,Medium,2,Business,9,Wealth Creation,49094,0.45,Save
47,1688456,40624,1310369,Yes,1626736,853,Beginner,Low,2,Salaried,11,Wealth Creation,100080,0.96,Avoid Loan
26,292013,20108,656729,Yes,1672734,490,Beginner,Low,4,Salaried,8,House,4226,5.73,Avoid Loan
45,1240020,68156,1873997,Yes,1421807,500,Expert,Medium,0,Self-Employed,11,House,35179,1.15,Avoid Loan
24,1640495,30243,1421951,Yes,2427928,580,Beginner,High,3,Self-Employed,8,House,106464,1.48,Avoid Loan
32,1100095,25791,2200291,Yes,2292564,877,Intermediate,Low,1,Salaried,9,House,65883,2.08,Avoid Loan
24,716164,46387,1759335,Yes,433581,624,Expert,Medium,4,Self-Employed,4,House,13293,0.61,Avoid Loan
49,2570642,71143,2344327,Yes,1415088,466,Expert,High,2,Self-Employed,10,Education,143077,0.55,Avoid Loan
44,1734337,30336,1845152,Yes,531241,516,Intermediate,Low,4,Self-Employed,10,Education,114192,0.31,Avoid Loan
41,609326,15888,1386992,No,0,786,Expert,Low,3,Salaried,8,Education,34889,0.0,Invest
42,1969536,34741,2052260,No,0,680,Expert,Medium,2,Self-Employed,7,Education,129387,0.0,Save
57,2339796,27394,1053196,No,0,714,Beginner,High,2,Salaried,7,House,167589,0.0,Save
44,1005129,61903,2486853,No,0,446,Intermediate,High,5,Business,5,Retirement,21857,0.0,Avoid Loan
40,1578491,100419,1169746,No,0,386,Expert,Medium,4,Self-Employed,9,Wealth Creation,31121,0.0,Avoid Loan
46,682711,15193,77837,No,0,706,Expert,High,1,Self-Employed,4,Wealth Creation,41699,0.0,Save
51,1596554,15548,2229785,Yes,2393142,883,Intermediate,Medium,4,Self-Employed,12,Education,117498,1.5,Avoid Loan
22,2046056,95592,2460675,No,0,567,Intermediate,Medium,4,Business,9,Education,74912,0.0,Avoid Loan
25,2542915,94789,1511539,No,0,488,Intermediate,Low,2,Salaried,3,Education,117120,0.0,Avoid Loan
60,2167102,62903,132626,No,0,862,Intermediate,High,0,Self-Employed,10,House,117688,0.0,Save
44,2882424,182912,2455563,No,0,578,Intermediate,Medium,1,Self-Employed,11,Education,57290,0.0,Avoid Loan
56,1642211,103215,1136394,No,0,723,Intermediate,Medium,2,Salaried,2,Wealth Creation,33635,0.0,Save
57,2599179,188794,2107554,Yes,2067098,461,Beginner,High,5,Salaried,4,Retirement,27804,0.8,Avoid Loan
25,2504487,59585,650735,Yes,1088545,664,Intermediate,High,0,Self-Employed,9,Retirement,149122,0.43,Save
44,2223125,132216,241115,No,0,738,Intermediate,Low,4,Salaried,7,Wealth Creation,53044,0.0,Save
50,1437259,37765,1541116,Yes,1189618,631,Expert,High,1,Business,3,Wealth Creation,82006,0.83,Avoid Loan
60,948217,70887,2160506,Yes,1029334,519,Intermediate,Medium,4,Salaried,6,Education,8131,1.09,Avoid Loan
36,1315884,44214,1779891,No,0,896,Intermediate,Medium,3,Salaried,3,Education,65443,0.0,Save
35,2507755,157938,695441,No,0,448,Intermediate,Medium,0,Salaried,11,Education,51041,0.0,Avoid Loan
27,783857,24738,366753,No,0,557,Expert,Low,3,Business,2,House,40583,0.0,Avoid Loan
22,2920227,71324,1639788,Yes,2255860,491,Beginner,Low,1,Salaried,11,House,172028,0.77,Avoid Loan
34,1640470,52502,227710,No,0,661,Intermediate,Low,0,Salaried,11,Wealth Creation,84203,0.0,Save
58,893216,65781,1609704,No,0,843,Intermediate,Low,0,Business,1,Wealth Creation,8653,0.0,Save
58,1227758,20128,937340,Yes,1790647,450,Beginner,High,1,Self-Employed,11,Education,82185,1.46,Avoid Loan
39,728915,34044,2042165,No,0,745,Intermediate,Low,5,Salaried,8,Education,26698,0.0,Invest
54,2860096,55772,2355477,Yes,1617626,433,Intermediate,Medium,5,Business,7,House,182569,0.57,Avoid Loan
40,576986,41403,1345456,Yes,929838,838,Intermediate,Medium,0,Business,2,Education,6679,1.61,Avoid Loan
21,2824922,42943,2439264,No,0,687,Expert,Medium,1,Salaried,0,Wealth Creation,192467,0.0,Save
47,912377,47200,190612,Yes,393423,413,Intermediate,Medium,1,Business,4,House,28831,0.43,Avoid Loan
29,757906,24296,367766,Yes,2414714,429,Beginner,Medium,2,Self-Employed,6,Retirement,38862,3.19,Avoid Loan
26,2277918,115637,161371,No,0,836,Intermediate,High,0,Business,1,Education,74189,0.0,Save
36,359985,21283,1084579,Yes,2079021,706,Expert,Medium,0,Salaried,10,House,8715,5.78,Avoid Loan
56,895931,28697,729423,No,0,746,Beginner,Medium,3,Salaried,0,Wealth Creation,45963,0.0,Save
45,464653,17263,1037914,Yes,431102,828,Intermediate,Low,0,Salaried,9,Wealth Creation,21458,0.93,Avoid Loan
59,1028224,43672,2248594,Yes,51111,881,Intermediate,Medium,3,Business,3,Retirement,42013,0.05,Save
34,1770702,119452,1575152,No,0,412,Expert,Low,1,Salaried,8,Education,28106,0.0,Avoid Loan
60,771296,49028,2136828,No,0,453,Expert,Medium,3,Self-Employed,5,Wealth Creation,15246,0.0,Avoid Loan
47,943109,60006,954496,Yes,532295,520,Intermediate,Low,3,Salaried,3,Retirement,18586,0.56,Avoid Loan
58,968298,45721,889116,Yes,428036,682,Beginner,Low,0,Business,11,Retirement,34970,0.44,Save
46,1622808,113573,587108,No,0,529,Expert,Low,3,Business,2,Retirement,21661,0.0,Avoid Loan
57,2620000,132247,1374072,Yes,188400,850,Expert,High,5,Self-Employed,4,House,86086,0.07,Save
34,1533676,111265,1462453,No,0,795,Intermediate,Low,5,Business,9,Education,16541,0.0,Save
36,1759013,77044,2105828,No,0,504,Expert,High,3,Salaried,10,Retirement,69540,0.0,Avoid Loan
40,2485660,143034,1458150,No,0,394,Intermediate,Medium,2,Self-Employed,12,Wealth Creation,64104,0.0,Avoid Loan
44,2800462,140999,768068,Yes,1501903,705,Intermediate,Medium,2,Business,2,Education,92372,0.54,Avoid Loan
30,1584211,21785,2433340,Yes,586230,657,Beginner,Low,1,Salaried,5,Retirement,110232,0.37,Save
23,659217,42236,1400555,Yes,1645205,425,Expert,Low,5,Self-Employed,12,House,12698,2.5,Avoid Loan
51,1327024,95329,1445977,Yes,604676,690,Intermediate,Medium,5,Salaried,3,Education,15256,0.46,Avoid Loan
29,2841393,197746,2043588,No,0,428,Beginner,Low,1,Business,8,Retirement,39036,0.0,Avoid Loan
50,867835,26050,1213237,Yes,1900856,549,Beginner,Low,3,Salaried,5,House,46269,2.19,Avoid Loan
34,2408248,162106,720229,No,0,882,Beginner,Low,2,Salaried,1,House,38581,0.0,Save
44,2248691,43055,229367,Yes,1212628,392,Beginner,Medium,1,Salaried,9,House,144335,0.54,Avoid Loan
41,1132611,69944,2070846,Yes,98859,463,Beginner,Medium,1,Salaried,7,Retirement,24440,0.09,Avoid Loan
41,2082864,51264,946331,Yes,763571,461,Beginner,Medium,2,Salaried,11,Wealth Creation,122308,0.37,Avoid Loan
23,1450382,106110,1781938,No,0,509,Beginner,Medium,4,Business,7,House,14755,0.0,Avoid Loan
35,1298271,53684,810871,Yes,888324,356,Intermediate,Low,4,Business,0,Education,54505,0.68,Avoid Loan
34,901340,27536,1621591,Yes,772990,393,Beginner,Medium,4,Business,1,Retirement,47575,0.86,Avoid Loan
46,1674026,23582,1987733,Yes,1051472,512,Beginner,Low,5,Salaried,8,Wealth Creation,115920,0.63,Avoid Loan
33,425536,18583,1397015,No,0,690,Beginner,Medium,4,Business,2,Wealth Creation,16878,0.0,Save
40,2233111,79677,115889,No,0,694,Intermediate,Medium,0,Business,11,Wealth Creation,106415,0.0,Save
49,2352979,51028,1557214,No,0,658,Intermediate,Medium,0,Business,5,House,145053,0.0,Save
40,596670,21728,954783,Yes,205642,586,Beginner,Low,1,Self-Employed,3,House,27994,0.34,Avoid Loan
33,2052662,150713,66738,Yes,706065,465,Intermediate,High,5,Salaried,4,Retirement,20342,0.34,Avoid Loan
55,856494,59034,1640618,No,0,443,Beginner,Medium,0,Self-Employed,12,Wealth Creation,12340,0.0,Avoid Loan
37,2865221,189354,945312,No,0,707,Intermediate,High,3,Self-Employed,2,Wealth Creation,49414,0.0,Save
58,2546461,70123,446594,No,0,886,Beginner,Low,0,Business,10,Retirement,142082,0.0,Invest
53,2214330,133349,1264411,No,0,724,Beginner,High,4,Business,7,House,51178,0.0,Invest
27,1326451,28136,2358020,No,0,775,Intermediate,Low,3,Business,11,House,82401,0.0,Invest
26,1026689,30099,590592,Yes,544801,363,Intermediate,High,0,Salaried,2,Education,55458,0.53,Avoid Loan
44,2247788,79596,715920,No,0,636,Beginner,High,5,Self-Employed,1,House,107719,0.0,Save
45,2735028,144840,1409428,No,0,385,Expert,Low,4,Business,4,House,83079,0.0,Avoid Loan
48,1191590,40553,2193382,Yes,1178560,850,Beginner,Medium,1,Self-Employed,8,Wealth Creation,58746,0.99,Avoid Loan
21,1091786,64986,1501222,No,0,680,Intermediate,Low,4,Business,11,Wealth Creation,25996,0.0,Save
55,1538855,84533,1170516,No,0,795,Beginner,Medium,2,Salaried,8,Wealth Creation,43704,0.0,Invest
21,1148465,34404,1091225,Yes,2206006,844,Expert,Medium,3,Self-Employed,9,Education,61301,1.92,Avoid Loan
49,1115785,39357,174423,No,0,783,Beginner,High,3,Self-Employed,4,House,53625,0.0,Save
24,1069344,55139,1830396,Yes,985325,384,Intermediate,Low,4,Business,4,House,33973,0.92,Avoid Loan
53,1080501,26993,2486813,Yes,1818302,597,Beginner,Medium,4,Salaried,9,Education,63048,1.68,Avoid Loan
54,412414,15087,2084100,Yes,237600,378,Beginner,Low,5,Self-Employed,11,Education,19280,0.58,Avoid Loan
44,2820891,200789,1596239,Yes,1983534,632,Beginner,Low,4,Business,7,Education,34285,0.7,Avoid Loan
53,1070574,20803,1535123,No,0,363,Beginner,Medium,4,Self-Employed,12,House,68411,0.0,Avoid Loan
35,2400472,103363,1886093,No,0,500,Intermediate,Low,2,Salaried,5,House,96676,0.0,Avoid Loan
28,1927603,38364,2482403,No,0,850,Expert,High,0,Business,3,Retirement,122269,0.0,Save
33,1245852,34721,1238955,No,0,659,Beginner,High,4,Salaried,10,Retirement,69100,0.0,Save
54,2600097,92249,939789,No,0,701,Beginner,Medium,4,Salaried,11,Wealth Creation,124425,0.0,Save
24,2062469,119457,2433651,Yes,355482,496,Beginner,Medium,4,Business,12,Wealth Creation,52415,0.17,Avoid Loan
29,1804375,53892,1412527,Yes,2032594,691,Expert,High,4,Business,4,House,96472,1.13,Avoid Loan
44,2796569,168365,1283042,Yes,2450658,589,Beginner,Medium,0,Business,1,Wealth Creation,64682,0.88,Avoid Loan
46,1868010,77992,1682080,No,0,463,Beginner,High,0,Salaried,10,House,77675,0.0,Avoid Loan
56,2297932,140647,788600,No,0,637,Intermediate,Medium,1,Salaried,3,Education,50847,0.0,Save
32,1329268,45267,2210912,Yes,1159061,688,Intermediate,Medium,3,Business,6,Education,65505,0.87,Avoid Loan
53,1087931,19500,362154,No,0,494,Expert,High,5,Business,1,Retirement,71160,0.0,Avoid Loan
52,1246622,43286,2489502,Yes,1302419,819,Expert,Medium,3,Self-Employed,11,Education,60599,1.04,Avoid Loan
35,320119,22589,2150878,Yes,631176,763,Beginner,Medium,1,Self-Employed,2,Retirement,4087,1.97,Avoid Loan
33,1512363,68163,406438,No,0,500,Intermediate,High,1,Salaried,5,Education,57867,0.0,Avoid Loan
60,600077,22659,587147,No,0,878,Beginner,Low,3,Self-Employed,9,Wealth Creation,27347,0.0,Invest
